<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
GAZP;60;20170523;190000;122.7300000;123.4400000;122.5300000;123.2300000
GAZP;60;20170524;110000;123.3000000;123.6700000;122.8700000;123.0900000
GAZP;60;20170524;120000;123.0900000;123.2300000;122.8700000;122.9700000
GAZP;60;20170524;130000;122.9600000;122.9600000;122.3600000;122.4700000
GAZP;60;20170524;140000;122.4800000;122.5900000;122.2300000;122.2600000
GAZP;60;20170524;150000;122.2700000;122.4000000;121.5600000;121.6500000
GAZP;60;20170524;160000;121.6500000;121.8800000;121.2500000;121.4000000
GAZP;60;20170524;170000;121.4000000;121.4700000;120.9200000;121.2700000
GAZP;60;20170524;180000;121.2700000;122.0500000;121.2000000;121.7700000
GAZP;60;20170524;190000;121.8000000;122.0000000;121.6500000;122.0000000
GAZP;60;20170525;110000;122.3200000;122.3700000;121.1800000;121.3600000
GAZP;60;20170525;120000;121.3200000;121.5900000;120.7500000;121.3300000
GAZP;60;20170525;130000;121.3400000;121.6800000;120.9300000;121.3000000
GAZP;60;20170525;140000;121.3000000;122.1200000;121.2000000;121.9000000
GAZP;60;20170525;150000;121.8900000;122.1300000;121.5000000;121.5900000
GAZP;60;20170525;160000;121.6000000;122.2700000;121.5100000;122.2100000
GAZP;60;20170525;170000;122.2400000;122.4700000;122.1200000;122.1700000
GAZP;60;20170525;180000;122.2200000;122.2300000;121.5500000;121.5900000
GAZP;60;20170525;190000;121.5500000;121.7500000;121.2100000;121.6100000
GAZP;60;20170526;110000;121.4000000;121.5400000;120.5400000;120.9600000
GAZP;60;20170526;120000;120.9600000;121.2900000;120.8300000;121.1400000
GAZP;60;20170526;130000;121.1400000;121.3400000;121.0200000;121.2900000
GAZP;60;20170526;140000;121.2900000;121.6000000;121.0900000;121.1900000
GAZP;60;20170526;150000;121.1700000;121.4000000;121.1600000;121.1900000
GAZP;60;20170526;160000;121.1900000;121.8600000;121.1100000;121.3000000
GAZP;60;20170526;170000;121.2800000;121.8900000;121.2100000;121.7000000
GAZP;60;20170526;180000;121.7000000;122.0400000;121.6100000;121.6500000
GAZP;60;20170526;190000;121.6900000;122.2000000;121.6100000;122.2000000
GAZP;60;20170529;110000;122.4100000;123.0600000;122.1100000;123.0000000
GAZP;60;20170529;120000;123.0000000;123.0000000;122.3000000;122.5300000
GAZP;60;20170529;130000;122.5600000;122.8000000;122.3300000;122.4200000
GAZP;60;20170529;140000;122.4300000;123.2000000;122.4000000;122.9900000
GAZP;60;20170529;150000;122.9800000;123.0000000;122.6000000;122.9000000
GAZP;60;20170529;160000;122.9000000;122.9400000;122.6300000;122.7700000
GAZP;60;20170529;170000;122.7900000;123.5000000;122.7100000;123.1500000
GAZP;60;20170529;180000;123.1500000;123.8300000;123.1300000;123.2900000
GAZP;60;20170529;190000;123.2600000;123.4900000;123.0100000;123.1100000
GAZP;60;20170530;110000;122.7200000;122.9100000;122.1600000;122.4500000
GAZP;60;20170530;120000;122.4300000;122.4700000;121.7900000;122.3500000
GAZP;60;20170530;130000;122.3500000;122.4500000;122.1400000;122.4200000
GAZP;60;20170530;140000;122.4400000;122.7800000;122.3700000;122.6200000
GAZP;60;20170530;150000;122.5800000;122.6200000;122.1900000;122.5600000
GAZP;60;20170530;160000;122.5500000;122.7000000;122.2400000;122.5700000
GAZP;60;20170530;170000;122.5300000;122.6000000;122.0500000;122.2500000
GAZP;60;20170530;180000;122.2000000;122.8200000;122.1900000;122.3100000
GAZP;60;20170530;190000;122.3100000;122.4700000;122.0500000;122.1000000
GAZP;60;20170531;110000;122.2500000;122.7800000;121.3000000;121.4500000
GAZP;60;20170531;120000;121.4500000;121.7000000;120.6000000;120.9200000
GAZP;60;20170531;130000;120.8800000;121.1900000;120.6000000;120.7200000
GAZP;60;20170531;140000;120.7600000;120.8200000;119.8300000;119.9900000
GAZP;60;20170531;150000;119.9900000;120.5000000;119.8500000;120.0700000
GAZP;60;20170531;160000;120.0700000;120.4100000;119.8600000;119.9500000
GAZP;60;20170531;170000;119.9300000;120.3000000;119.4000000;119.9200000
GAZP;60;20170531;180000;119.8900000;120.2600000;119.5900000;119.8900000
GAZP;60;20170531;190000;119.8900000;120.2800000;119.4600000;120.2800000
GAZP;60;20170601;110000;120.2900000;120.9800000;118.9500000;119.2700000
GAZP;60;20170601;120000;119.2700000;119.2900000;117.5900000;117.9700000
GAZP;60;20170601;130000;117.9700000;118.7600000;117.9100000;118.2700000
GAZP;60;20170601;140000;118.2700000;118.7000000;118.1500000;118.2500000
GAZP;60;20170601;150000;118.2000000;118.4200000;117.8500000;117.9600000
GAZP;60;20170601;160000;117.9100000;118.4200000;117.7700000;118.0200000
GAZP;60;20170601;170000;118.0200000;118.0700000;117.3800000;117.6500000
GAZP;60;20170601;180000;117.6300000;117.7500000;117.2400000;117.2900000
GAZP;60;20170601;190000;117.2900000;118.1500000;117.2700000;118.0000000
GAZP;60;20170602;110000;117.8000000;118.1200000;116.5900000;116.8900000
GAZP;60;20170602;120000;116.9000000;118.5000000;116.5500000;118.2000000
GAZP;60;20170602;130000;118.2000000;118.2600000;116.9500000;117.5900000
GAZP;60;20170602;140000;117.5500000;117.8900000;117.4000000;117.6000000
GAZP;60;20170602;150000;117.6300000;117.8100000;117.0700000;117.3300000
GAZP;60;20170602;160000;117.3300000;117.6400000;117.2900000;117.5900000
GAZP;60;20170602;170000;117.5900000;118.6500000;117.4600000;118.5700000
GAZP;60;20170602;180000;118.6000000;119.2000000;118.3600000;118.8700000
GAZP;60;20170602;190000;118.8800000;119.6900000;118.7700000;119.6900000
GAZP;60;20170605;110000;119.5900000;120.8300000;119.5000000;120.6600000
GAZP;60;20170605;120000;120.6600000;120.9900000;120.5100000;120.8000000
GAZP;60;20170605;130000;120.7700000;120.8500000;119.8900000;120.1500000
GAZP;60;20170605;140000;120.1500000;120.1500000;119.2100000;119.7000000
GAZP;60;20170605;150000;119.6900000;119.8900000;119.0500000;119.2900000
GAZP;60;20170605;160000;119.3200000;119.3300000;118.6000000;118.9800000
GAZP;60;20170605;170000;118.9600000;119.2500000;118.8900000;119.2200000
GAZP;60;20170605;180000;119.2500000;119.4500000;118.8800000;118.9100000
GAZP;60;20170605;190000;118.9000000;119.1000000;118.5500000;119.0000000
GAZP;60;20170606;110000;119.0900000;119.3300000;118.6600000;119.0200000
GAZP;60;20170606;120000;119.0200000;119.9400000;118.8700000;119.6800000
GAZP;60;20170606;130000;119.6800000;119.7000000;119.0500000;119.4600000
GAZP;60;20170606;140000;119.4600000;120.2400000;119.4600000;119.8100000
GAZP;60;20170606;150000;119.8100000;119.8900000;119.3800000;119.4800000
GAZP;60;20170606;160000;119.4700000;119.5900000;119.2300000;119.4800000
GAZP;60;20170606;170000;119.4300000;119.7000000;119.1000000;119.2800000
GAZP;60;20170606;180000;119.3000000;119.5600000;118.8000000;119.1400000
GAZP;60;20170606;190000;119.1400000;119.4500000;119.0000000;119.0500000
GAZP;60;20170607;110000;119.3300000;119.9500000;119.1100000;119.8200000
GAZP;60;20170607;120000;119.8000000;120.2200000;119.6200000;120.0500000
GAZP;60;20170607;130000;120.0500000;120.7500000;119.9000000;120.6800000
GAZP;60;20170607;140000;120.6800000;121.1900000;120.4400000;121.0800000
GAZP;60;20170607;150000;121.1300000;121.4400000;120.8000000;120.8900000
GAZP;60;20170607;160000;120.8500000;121.0500000;120.6200000;120.7000000
GAZP;60;20170607;170000;120.7100000;121.1200000;120.2000000;120.3200000
GAZP;60;20170607;180000;120.3400000;120.3500000;118.8500000;119.4600000
GAZP;60;20170607;190000;119.4000000;119.6600000;118.9200000;118.9200000
GAZP;60;20170608;110000;119.1900000;119.7400000;118.8900000;119.4500000
GAZP;60;20170608;120000;119.4300000;119.4400000;118.5200000;118.6600000
GAZP;60;20170608;130000;118.6700000;118.9000000;118.2300000;118.4200000
GAZP;60;20170608;140000;118.4100000;118.7000000;118.2800000;118.4700000
GAZP;60;20170608;150000;118.4700000;118.5000000;117.9200000;118.1400000
GAZP;60;20170608;160000;118.1400000;118.2800000;117.8200000;118.1000000
GAZP;60;20170608;170000;118.0900000;119.7500000;118.0800000;119.5200000
GAZP;60;20170608;180000;119.5600000;120.1100000;119.0400000;119.3300000
GAZP;60;20170608;190000;119.3200000;119.5300000;118.9400000;119.3000000
GAZP;60;20170609;110000;119.3200000;119.5800000;118.9500000;119.1800000
GAZP;60;20170609;120000;119.2200000;120.3900000;119.1500000;119.9900000
GAZP;60;20170609;130000;119.9400000;120.3100000;119.7000000;120.0900000
GAZP;60;20170609;140000;120.1000000;120.1200000;119.6100000;119.7300000
GAZP;60;20170609;150000;119.7200000;119.8500000;119.2900000;119.7700000
GAZP;60;20170609;160000;119.7600000;119.8500000;119.3500000;119.7000000
GAZP;60;20170609;170000;119.6900000;119.8600000;119.2500000;119.5500000
GAZP;60;20170609;180000;119.5800000;119.8500000;119.2700000;119.7300000
GAZP;60;20170609;190000;119.7500000;120.5000000;119.5900000;120.5000000
GAZP;60;20170613;110000;120.2900000;120.3800000;119.0400000;119.4300000
GAZP;60;20170613;120000;119.4500000;119.9000000;119.2000000;119.3400000
GAZP;60;20170613;130000;119.3400000;119.5900000;119.2000000;119.3000000
GAZP;60;20170613;140000;119.3400000;119.4500000;119.1500000;119.1600000
GAZP;60;20170613;150000;119.1600000;119.1700000;118.5100000;118.6700000
GAZP;60;20170613;160000;118.6200000;118.8900000;118.2900000;118.6200000
GAZP;60;20170613;170000;118.6300000;119.3000000;118.6000000;119.0500000
GAZP;60;20170613;180000;119.0700000;119.4200000;118.7900000;118.7900000
GAZP;60;20170613;190000;118.8000000;118.8800000;118.1500000;118.1500000
GAZP;60;20170614;110000;118.2600000;118.5400000;117.6100000;117.6500000
GAZP;60;20170614;120000;117.6400000;117.8800000;117.3000000;117.7900000
GAZP;60;20170614;130000;117.7700000;117.8900000;117.4200000;117.4900000
GAZP;60;20170614;140000;117.4800000;117.6300000;117.2000000;117.4900000
GAZP;60;20170614;150000;117.4700000;117.6700000;117.3800000;117.5600000
GAZP;60;20170614;160000;117.5800000;118.0600000;117.4600000;117.9200000
GAZP;60;20170614;170000;117.9400000;118.0900000;116.6200000;116.9200000
GAZP;60;20170614;180000;116.8900000;117.1600000;116.2500000;116.2900000
GAZP;60;20170614;190000;116.2900000;116.3400000;115.1000000;115.3500000
GAZP;60;20170615;110000;115.2500000;115.7500000;113.6200000;113.8400000
GAZP;60;20170615;120000;113.8400000;114.0300000;112.2200000;112.6700000
GAZP;60;20170615;130000;112.6700000;113.1700000;111.4600000;112.6900000
GAZP;60;20170615;140000;112.7000000;114.0500000;112.5700000;113.4500000
GAZP;60;20170615;150000;113.4300000;113.9500000;112.8600000;113.8800000
GAZP;60;20170615;160000;113.9100000;115.4300000;113.0200000;115.2300000
GAZP;60;20170615;170000;115.2100000;115.2100000;114.0600000;114.4700000
GAZP;60;20170615;180000;114.4800000;115.3700000;114.0600000;115.3000000
GAZP;60;20170615;190000;115.2900000;115.6400000;115.0000000;115.4900000
GAZP;60;20170616;110000;115.8100000;117.2500000;115.8100000;116.6900000
GAZP;60;20170616;120000;116.6700000;116.8600000;116.3100000;116.6400000
GAZP;60;20170616;130000;116.6500000;116.8300000;116.3900000;116.6300000
GAZP;60;20170616;140000;116.6300000;117.1000000;116.1600000;116.5000000
GAZP;60;20170616;150000;116.5000000;116.6600000;116.0300000;116.5800000
GAZP;60;20170616;160000;116.6200000;116.6400000;116.1600000;116.2800000
GAZP;60;20170616;170000;116.3000000;116.5500000;115.8200000;116.0000000
GAZP;60;20170616;180000;115.9700000;116.0400000;114.7000000;115.0400000
GAZP;60;20170616;190000;115.1000000;116.0200000;114.6000000;116.0200000
GAZP;60;20170619;110000;116.0000000;116.6300000;115.7900000;116.4500000
GAZP;60;20170619;120000;116.4700000;116.9000000;116.4400000;116.7700000
GAZP;60;20170619;130000;116.7700000;116.9800000;116.2800000;116.6200000
GAZP;60;20170619;140000;116.6200000;116.7900000;116.3900000;116.6700000
GAZP;60;20170619;150000;116.6800000;116.8100000;116.4100000;116.4500000
GAZP;60;20170619;160000;116.4500000;116.5700000;116.1200000;116.5700000
GAZP;60;20170619;170000;116.5800000;117.1200000;116.4100000;116.9200000
GAZP;60;20170619;180000;116.9300000;117.4500000;116.9100000;117.3500000
GAZP;60;20170619;190000;117.3500000;117.4400000;117.1800000;117.3300000
GAZP;60;20170620;110000;117.5100000;119.0000000;117.5000000;118.4800000
GAZP;60;20170620;120000;118.4600000;118.7000000;117.9000000;118.5500000
GAZP;60;20170620;130000;118.5100000;118.5700000;118.0100000;118.2800000
GAZP;60;20170620;140000;118.2800000;118.3400000;117.3000000;117.6000000
GAZP;60;20170620;150000;117.6000000;117.8200000;116.8800000;117.0900000
GAZP;60;20170620;160000;117.1100000;117.6800000;116.9100000;117.0000000
GAZP;60;20170620;170000;116.9500000;117.1500000;116.5600000;117.0500000
GAZP;60;20170620;180000;117.0500000;117.4200000;116.9100000;117.3800000
GAZP;60;20170620;190000;117.3500000;117.4400000;117.0900000;117.4400000
GAZP;60;20170621;110000;117.5000000;117.8800000;117.0100000;117.5800000
GAZP;60;20170621;120000;117.5600000;118.3200000;117.4000000;117.5800000
GAZP;60;20170621;130000;117.5900000;117.8600000;117.1700000;117.4100000
GAZP;60;20170621;140000;117.4700000;117.5800000;117.2200000;117.4600000
GAZP;60;20170621;150000;117.4800000;117.6700000;116.8400000;117.1000000
GAZP;60;20170621;160000;117.1000000;117.8900000;116.9200000;117.8900000
GAZP;60;20170621;170000;117.8600000;118.1300000;117.3300000;118.0300000
GAZP;60;20170621;180000;118.0100000;118.1200000;117.3300000;117.8200000
GAZP;60;20170621;190000;117.8200000;117.9700000;117.3400000;117.9700000
GAZP;60;20170622;110000;117.7800000;117.7800000;116.8600000;117.3500000
GAZP;60;20170622;120000;117.3500000;118.8000000;117.1800000;118.2000000
GAZP;60;20170622;130000;118.2000000;118.9800000;118.0000000;118.5800000
GAZP;60;20170622;140000;118.5800000;119.3900000;118.5300000;118.9600000
GAZP;60;20170622;150000;118.9700000;119.7800000;118.9500000;119.0000000
GAZP;60;20170622;160000;119.0300000;119.3400000;118.8700000;119.1400000
GAZP;60;20170622;170000;119.1800000;119.6500000;118.5500000;119.1700000
GAZP;60;20170622;180000;119.2000000;119.2700000;118.6200000;119.0100000
GAZP;60;20170622;190000;119.0400000;119.5500000;118.9100000;119.5500000
GAZP;60;20170623;110000;119.5200000;120.0900000;119.0000000;119.3000000
GAZP;60;20170623;120000;119.2500000;119.6800000;119.1000000;119.3200000
GAZP;60;20170623;130000;119.3200000;119.6300000;119.0500000;119.4300000
GAZP;60;20170623;140000;119.4600000;119.5400000;118.8300000;119.0000000
GAZP;60;20170623;150000;118.9900000;119.6100000;118.8600000;119.1400000
GAZP;60;20170623;160000;119.1100000;119.4400000;119.0600000;119.1800000
GAZP;60;20170623;170000;119.1700000;119.2100000;118.7800000;119.1200000
GAZP;60;20170623;180000;119.0900000;119.1100000;118.6600000;119.0200000
GAZP;60;20170623;190000;119.0500000;119.1700000;118.8000000;119.1000000
GAZP;60;20170626;110000;119.5000000;119.9700000;118.9700000;118.9700000
GAZP;60;20170626;120000;118.9700000;119.1900000;118.8000000;119.0900000
GAZP;60;20170626;130000;119.0700000;119.4400000;118.9500000;119.0000000
GAZP;60;20170626;140000;119.0200000;119.3600000;118.5900000;118.8100000
GAZP;60;20170626;150000;118.8100000;119.0600000;118.7200000;118.7900000
GAZP;60;20170626;160000;118.7800000;118.8900000;118.6400000;118.7500000
GAZP;60;20170626;170000;118.7200000;118.8900000;118.5500000;118.6500000
GAZP;60;20170626;180000;118.6500000;118.9800000;118.2600000;118.4400000
GAZP;60;20170626;190000;118.4500000;118.7900000;118.4300000;118.6700000
GAZP;60;20170627;110000;118.4000000;118.9200000;118.0200000;118.8500000
GAZP;60;20170627;120000;118.7800000;118.9600000;118.4300000;118.6000000
GAZP;60;20170627;130000;118.5900000;119.3200000;118.5500000;119.1600000
GAZP;60;20170627;140000;119.1600000;119.4900000;119.0200000;119.4400000
GAZP;60;20170627;150000;119.4300000;119.4600000;119.1500000;119.2100000
GAZP;60;20170627;160000;119.2400000;119.4400000;119.1500000;119.2400000
GAZP;60;20170627;170000;119.2300000;119.4100000;118.9300000;119.2700000
GAZP;60;20170627;180000;119.2500000;119.7500000;119.1800000;119.5700000
GAZP;60;20170627;190000;119.5700000;119.7100000;119.0400000;119.3500000
GAZP;60;20170628;110000;118.7200000;119.4600000;118.1900000;118.5800000
GAZP;60;20170628;120000;118.5700000;118.8600000;118.4200000;118.6900000
GAZP;60;20170628;130000;118.6800000;119.0300000;118.6100000;118.8900000
GAZP;60;20170628;140000;118.8900000;118.9900000;118.7100000;118.9200000
GAZP;60;20170628;150000;118.9300000;119.2700000;118.8700000;119.1100000
GAZP;60;20170628;160000;119.1000000;119.4500000;118.9100000;119.4000000
GAZP;60;20170628;170000;119.4200000;119.6400000;119.2200000;119.3200000
GAZP;60;20170628;180000;119.3700000;119.6500000;119.1700000;119.5400000
GAZP;60;20170628;190000;119.5700000;119.7000000;119.3600000;119.7000000
GAZP;60;20170629;110000;120.1800000;120.3900000;119.6200000;119.9900000
GAZP;60;20170629;120000;119.9500000;120.7900000;119.8500000;120.6900000
GAZP;60;20170629;130000;120.7100000;120.8800000;120.1500000;120.2000000
GAZP;60;20170629;140000;120.2000000;120.5200000;119.7300000;119.8400000
GAZP;60;20170629;150000;119.8800000;120.2400000;119.8000000;120.1000000
GAZP;60;20170629;160000;120.1000000;120.1700000;119.2500000;119.4500000
GAZP;60;20170629;170000;119.4300000;119.7600000;118.8000000;119.0300000
GAZP;60;20170629;180000;118.9900000;119.5900000;118.9000000;119.3500000
GAZP;60;20170629;190000;119.3400000;119.5000000;119.0000000;119.1600000
GAZP;60;20170630;110000;118.9500000;119.4400000;118.7100000;119.4000000
GAZP;60;20170630;120000;119.4100000;120.1000000;119.4100000;119.8600000
GAZP;60;20170630;130000;119.8600000;120.2200000;119.6300000;119.7600000
GAZP;60;20170630;140000;119.7900000;119.8500000;119.3000000;119.3200000
GAZP;60;20170630;150000;119.3100000;119.4600000;119.0000000;119.0100000
GAZP;60;20170630;160000;119.0100000;119.0900000;118.6400000;118.7900000
GAZP;60;20170630;170000;118.7600000;119.1400000;118.1800000;118.5000000
GAZP;60;20170630;180000;118.5000000;118.7600000;118.4600000;118.6400000
GAZP;60;20170630;190000;118.6200000;118.9000000;118.4900000;118.4900000
GAZP;60;20170703;110000;119.1700000;119.4600000;118.8300000;119.1400000
GAZP;60;20170703;120000;119.1100000;119.3900000;118.9100000;119.2600000
GAZP;60;20170703;130000;119.2700000;119.5800000;118.9100000;119.1000000
GAZP;60;20170703;140000;119.0600000;119.2300000;118.8500000;119.1600000
GAZP;60;20170703;150000;119.1900000;119.2800000;118.8800000;118.9500000
GAZP;60;20170703;160000;118.9600000;119.3700000;118.7500000;119.3300000
GAZP;60;20170703;170000;119.3200000;119.7800000;119.2000000;119.6200000
GAZP;60;20170703;180000;119.6200000;119.9300000;119.3900000;119.5500000
GAZP;60;20170703;190000;119.5500000;119.8600000;119.5400000;119.8600000
GAZP;60;20170704;110000;120.0000000;120.6000000;119.7200000;120.3700000
GAZP;60;20170704;120000;120.3800000;120.9700000;120.3000000;120.8700000
GAZP;60;20170704;130000;120.9100000;122.2900000;120.8900000;122.2300000
GAZP;60;20170704;140000;122.2400000;122.5500000;121.9800000;122.2000000
GAZP;60;20170704;150000;122.2000000;122.3300000;121.7000000;121.9900000
GAZP;60;20170704;160000;121.9700000;122.8200000;121.9000000;122.7300000
GAZP;60;20170704;170000;122.6900000;123.2900000;122.6700000;122.9000000
GAZP;60;20170704;180000;122.9000000;122.9300000;122.3000000;122.5900000
GAZP;60;20170704;190000;122.5900000;122.8500000;122.5800000;122.7300000
GAZP;60;20170705;110000;122.9500000;123.7500000;122.8000000;123.3200000
GAZP;60;20170705;120000;123.3200000;123.5200000;122.5200000;123.0600000
GAZP;60;20170705;130000;123.1000000;123.1800000;122.6700000;122.7400000
GAZP;60;20170705;140000;122.7500000;122.9100000;122.5300000;122.7900000
GAZP;60;20170705;150000;122.7700000;122.8100000;122.5500000;122.7400000
GAZP;60;20170705;160000;122.7200000;122.7800000;122.3300000;122.4200000
GAZP;60;20170705;170000;122.4100000;122.9900000;122.3800000;122.6100000
GAZP;60;20170705;180000;122.6200000;122.8200000;122.3200000;122.6500000
GAZP;60;20170705;190000;122.6500000;122.7900000;122.5100000;122.7000000
GAZP;60;20170706;110000;122.8200000;123.6500000;122.6400000;123.0700000
GAZP;60;20170706;120000;123.0700000;123.2600000;122.7600000;122.9800000
GAZP;60;20170706;130000;122.9800000;123.1800000;122.8300000;122.9500000
GAZP;60;20170706;140000;122.9400000;123.0800000;122.8100000;122.8100000
GAZP;60;20170706;150000;122.8100000;123.2600000;122.8000000;122.9100000
GAZP;60;20170706;160000;122.9000000;123.2400000;122.8000000;122.8800000
GAZP;60;20170706;170000;122.8600000;123.0600000;122.7000000;122.8900000
GAZP;60;20170706;180000;122.9000000;122.9500000;121.4400000;121.9600000
GAZP;60;20170706;190000;121.9200000;122.6900000;121.8900000;122.6800000
GAZP;60;20170707;110000;122.1900000;122.3000000;121.4000000;122.1400000
GAZP;60;20170707;120000;122.1400000;122.6200000;121.8700000;121.9400000
GAZP;60;20170707;130000;121.9400000;122.2300000;121.9100000;122.1100000
GAZP;60;20170707;140000;122.1300000;122.1600000;121.7400000;121.7800000
GAZP;60;20170707;150000;121.8000000;122.1100000;121.6000000;121.9000000
GAZP;60;20170707;160000;121.9000000;122.5700000;121.8600000;122.5100000
GAZP;60;20170707;170000;122.5100000;122.5600000;122.1300000;122.2700000
GAZP;60;20170707;180000;122.2700000;122.8500000;122.1000000;122.6900000
GAZP;60;20170707;190000;122.7000000;123.0000000;122.4500000;123.0000000
GAZP;60;20170710;110000;123.2600000;124.6200000;123.0300000;124.3600000
GAZP;60;20170710;120000;124.3400000;124.5000000;123.7800000;124.0500000
GAZP;60;20170710;130000;124.0800000;124.2700000;123.7600000;123.8700000
GAZP;60;20170710;140000;123.9100000;124.2500000;123.6100000;123.8100000
GAZP;60;20170710;150000;123.8300000;124.1000000;123.6300000;124.0400000
GAZP;60;20170710;160000;124.0800000;124.2700000;123.6700000;123.7700000
GAZP;60;20170710;170000;123.7500000;123.8600000;123.5500000;123.6200000
GAZP;60;20170710;180000;123.6700000;124.1800000;123.5100000;124.1200000
GAZP;60;20170710;190000;124.1200000;124.3600000;124.1000000;124.2500000
GAZP;60;20170711;110000;124.3800000;124.9400000;124.2500000;124.4300000
GAZP;60;20170711;120000;124.4500000;124.4600000;123.8500000;123.9600000
GAZP;60;20170711;130000;123.9900000;124.5800000;123.9200000;124.0800000
GAZP;60;20170711;140000;124.0800000;124.4900000;123.9900000;124.4300000
GAZP;60;20170711;150000;124.4300000;124.4900000;124.1500000;124.4500000
GAZP;60;20170711;160000;124.4500000;124.4900000;124.1500000;124.2100000
GAZP;60;20170711;170000;124.2300000;124.5300000;124.1500000;124.4100000
GAZP;60;20170711;180000;124.4100000;124.4900000;124.1800000;124.4000000
GAZP;60;20170711;190000;124.4100000;124.7800000;124.3500000;124.7800000
GAZP;60;20170712;110000;125.0100000;125.3000000;124.8200000;125.0900000
GAZP;60;20170712;120000;125.0700000;125.0800000;124.6300000;124.9100000
GAZP;60;20170712;130000;124.9100000;125.0500000;124.6200000;124.8200000
GAZP;60;20170712;140000;124.8000000;124.9800000;124.7200000;124.7500000
GAZP;60;20170712;150000;124.7500000;124.9300000;124.4200000;124.6500000
GAZP;60;20170712;160000;124.6600000;124.7200000;124.3600000;124.4900000
GAZP;60;20170712;170000;124.4800000;124.4900000;124.1900000;124.2600000
GAZP;60;20170712;180000;124.2700000;124.8900000;124.2400000;124.4400000
GAZP;60;20170712;190000;124.4100000;124.8900000;124.2600000;124.8700000
GAZP;60;20170713;110000;124.7900000;125.4800000;124.7000000;125.4500000
GAZP;60;20170713;120000;125.4500000;125.7600000;125.1500000;125.6900000
GAZP;60;20170713;130000;125.7200000;125.8700000;125.3800000;125.4000000
GAZP;60;20170713;140000;125.4000000;125.4500000;124.6600000;125.0900000
GAZP;60;20170713;150000;125.1200000;125.4000000;124.8200000;125.2100000
GAZP;60;20170713;160000;125.2700000;125.8900000;125.0000000;125.1900000
GAZP;60;20170713;170000;125.1600000;125.2900000;124.9200000;125.1500000
GAZP;60;20170713;180000;125.1500000;125.3700000;125.0000000;125.1500000
GAZP;60;20170713;190000;125.1500000;125.5500000;125.1000000;125.5500000
GAZP;60;20170714;110000;125.6700000;126.1400000;125.2000000;126.0000000
GAZP;60;20170714;120000;126.0000000;126.3500000;125.8500000;126.0700000
GAZP;60;20170714;130000;126.0400000;126.0400000;125.6800000;125.8900000
GAZP;60;20170714;140000;125.9000000;126.0700000;125.7500000;125.8700000
GAZP;60;20170714;150000;125.8400000;126.0000000;125.7700000;125.9600000
GAZP;60;20170714;160000;125.9900000;126.0500000;125.7300000;125.8300000
GAZP;60;20170714;170000;125.8300000;125.9000000;125.5100000;125.7400000
GAZP;60;20170714;180000;125.7300000;125.7300000;125.0000000;125.2500000
GAZP;60;20170714;190000;125.2400000;125.3900000;125.0000000;125.0000000
GAZP;60;20170717;110000;125.3900000;125.7000000;124.7100000;125.5900000
GAZP;60;20170717;120000;125.6000000;125.6100000;124.8300000;125.0900000
GAZP;60;20170717;130000;125.0900000;125.1500000;124.4400000;124.6500000
GAZP;60;20170717;140000;124.7100000;124.7600000;124.3000000;124.3600000
GAZP;60;20170717;150000;124.3600000;124.7100000;124.3300000;124.5600000
GAZP;60;20170717;160000;124.5900000;125.1500000;124.5300000;125.0600000
GAZP;60;20170717;170000;125.0800000;125.1500000;124.9000000;125.0100000
GAZP;60;20170717;180000;125.0100000;125.1100000;124.9000000;125.0900000
GAZP;60;20170717;190000;125.0900000;125.3000000;125.0300000;125.1400000
GAZP;60;20170718;110000;125.0900000;125.2400000;124.7500000;125.1000000
GAZP;60;20170718;120000;125.1400000;125.7500000;125.0900000;125.2700000
GAZP;60;20170718;130000;125.2600000;125.5800000;125.0000000;125.1600000
GAZP;60;20170718;140000;125.1600000;125.2200000;124.5600000;124.9800000
GAZP;60;20170718;150000;124.9900000;125.1700000;124.8000000;125.0700000
GAZP;60;20170718;160000;125.0500000;125.2300000;124.8700000;124.8700000
GAZP;60;20170718;170000;124.8700000;125.0400000;124.8000000;124.9200000
GAZP;60;20170718;180000;124.9400000;124.9900000;124.6000000;124.9700000
GAZP;60;20170718;190000;124.9600000;125.0000000;124.4900000;124.4900000
GAZP;60;20170719;110000;118.4400000;119.1300000;118.1100000;119.0600000
GAZP;60;20170719;120000;119.0900000;119.4400000;118.9000000;119.1100000
GAZP;60;20170719;130000;119.1400000;119.3400000;119.0200000;119.2500000
GAZP;60;20170719;140000;119.2500000;119.5400000;119.2300000;119.4500000
GAZP;60;20170719;150000;119.4400000;119.8500000;119.4000000;119.7500000
GAZP;60;20170719;160000;119.7500000;119.8000000;119.4300000;119.4800000
GAZP;60;20170719;170000;119.4700000;119.8300000;119.3500000;119.6700000
GAZP;60;20170719;180000;119.6700000;119.8800000;119.4400000;119.7100000
GAZP;60;20170719;190000;119.7500000;120.1100000;119.7000000;120.1100000
GAZP;60;20170720;110000;120.2900000;121.2700000;120.2600000;121.1500000
GAZP;60;20170720;120000;121.1100000;121.2500000;120.6900000;120.8000000
GAZP;60;20170720;130000;120.7700000;120.9000000;120.4500000;120.8200000
GAZP;60;20170720;140000;120.8100000;120.8100000;120.3500000;120.3900000
GAZP;60;20170720;150000;120.4000000;120.8900000;120.3600000;120.5200000
GAZP;60;20170720;160000;120.5000000;120.6100000;120.1200000;120.4700000
