<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
GAZP;60;20180302;130000;140.3500000;140.5900000;139.3900000;139.5400000
GAZP;60;20180302;140000;139.5100000;139.9000000;137.9000000;138.0600000
GAZP;60;20180302;150000;138.1100000;139.1600000;137.7700000;138.6500000
GAZP;60;20180302;160000;138.6500000;139.3400000;138.5200000;139.0200000
GAZP;60;20180302;170000;139.0800000;139.6000000;138.9200000;139.2800000
GAZP;60;20180302;180000;139.2800000;139.4500000;138.0200000;138.3000000
GAZP;60;20180302;190000;138.3000000;138.9000000;138.1400000;138.5700000
GAZP;60;20180305;110000;138.8000000;140.0200000;138.5700000;139.6000000
GAZP;60;20180305;120000;139.5800000;140.9000000;139.4200000;140.6800000
GAZP;60;20180305;130000;140.7000000;141.3000000;140.3200000;141.0800000
GAZP;60;20180305;140000;141.0500000;141.2400000;140.8900000;141.0300000
GAZP;60;20180305;150000;141.0100000;141.8300000;140.9500000;141.5000000
GAZP;60;20180305;160000;141.5000000;141.5000000;140.9000000;140.9700000
GAZP;60;20180305;170000;140.9700000;141.4400000;140.8100000;141.2000000
GAZP;60;20180305;180000;141.2000000;141.6000000;141.0700000;141.3500000
GAZP;60;20180305;190000;141.4100000;141.6600000;141.0100000;141.6000000
GAZP;60;20180306;110000;142.2500000;143.4900000;142.2000000;142.8600000
GAZP;60;20180306;120000;142.8300000;142.9500000;142.1300000;142.3200000
GAZP;60;20180306;130000;142.3200000;143.1000000;142.2000000;142.5900000
GAZP;60;20180306;140000;142.5300000;142.7400000;142.2300000;142.5000000
GAZP;60;20180306;150000;142.5300000;142.9800000;142.2200000;142.2900000
GAZP;60;20180306;160000;142.3100000;142.8200000;142.2200000;142.6700000
GAZP;60;20180306;170000;142.6400000;142.7700000;142.1300000;142.1700000
GAZP;60;20180306;180000;142.1800000;142.2900000;141.2400000;141.3400000
GAZP;60;20180306;190000;141.3400000;141.3700000;140.4700000;140.5900000
GAZP;60;20180307;110000;139.9600000;139.9800000;138.5000000;138.9300000
GAZP;60;20180307;120000;138.9100000;139.2200000;138.1800000;138.1800000
GAZP;60;20180307;130000;138.2400000;138.5500000;138.1800000;138.2500000
GAZP;60;20180307;140000;138.2500000;138.7100000;138.0100000;138.1400000
GAZP;60;20180307;150000;138.1100000;138.1900000;137.4000000;137.5200000
GAZP;60;20180307;160000;137.5200000;138.2000000;137.3800000;137.8800000
GAZP;60;20180307;170000;137.8800000;138.1100000;137.5000000;138.0200000
GAZP;60;20180307;180000;138.0200000;138.5500000;137.8300000;138.0500000
GAZP;60;20180307;190000;138.0500000;138.5700000;137.8700000;138.5600000
GAZP;60;20180309;110000;138.8000000;139.2700000;137.7900000;137.8500000
GAZP;60;20180309;120000;137.9300000;138.7700000;137.8500000;138.7700000
GAZP;60;20180309;130000;138.7500000;139.2000000;138.6700000;138.8000000
GAZP;60;20180309;140000;138.7900000;139.3700000;138.5800000;139.2600000
GAZP;60;20180309;150000;139.2800000;139.2800000;138.9100000;139.0800000
GAZP;60;20180309;160000;139.0800000;139.2000000;138.9700000;139.1300000
GAZP;60;20180309;170000;139.1400000;139.5500000;139.0000000;139.3700000
GAZP;60;20180309;180000;139.3800000;139.6000000;138.9000000;139.3700000
GAZP;60;20180309;190000;139.3700000;139.8100000;139.1300000;139.8100000
GAZP;60;20180312;110000;140.4400000;141.3000000;140.1100000;141.2200000
GAZP;60;20180312;120000;141.2500000;141.4500000;140.6100000;140.9200000
GAZP;60;20180312;130000;140.8900000;141.7500000;140.8600000;141.6700000
GAZP;60;20180312;140000;141.6900000;141.9600000;141.4600000;141.7600000
GAZP;60;20180312;150000;141.7900000;141.8500000;141.4100000;141.6000000
GAZP;60;20180312;160000;141.6000000;141.6900000;141.3300000;141.3300000
GAZP;60;20180312;170000;141.3200000;141.5200000;141.0100000;141.1900000
GAZP;60;20180312;180000;141.2000000;141.7400000;141.0600000;141.7400000
GAZP;60;20180312;190000;141.7100000;141.8000000;140.5500000;141.3500000
GAZP;60;20180313;110000;141.1000000;141.1900000;139.9500000;140.2300000
GAZP;60;20180313;120000;140.2500000;140.9900000;140.1500000;140.7800000
GAZP;60;20180313;130000;140.7500000;141.9000000;140.6400000;141.6400000
GAZP;60;20180313;140000;141.6400000;142.9300000;141.6300000;142.7800000
GAZP;60;20180313;150000;142.7800000;142.9000000;142.4500000;142.6200000
GAZP;60;20180313;160000;142.6200000;142.7000000;141.5400000;142.0500000
GAZP;60;20180313;170000;142.0600000;142.6900000;141.7400000;142.4800000
GAZP;60;20180313;180000;142.4900000;142.7400000;142.0900000;142.3500000
GAZP;60;20180313;190000;142.3500000;142.7500000;141.9000000;142.7500000
GAZP;60;20180314;110000;141.8200000;141.8200000;141.1700000;141.7100000
GAZP;60;20180314;120000;141.7200000;141.9800000;141.2000000;141.3300000
GAZP;60;20180314;130000;141.3500000;141.4800000;139.7300000;140.2800000
GAZP;60;20180314;140000;140.3100000;140.8100000;140.0500000;140.1000000
GAZP;60;20180314;150000;140.0800000;140.1300000;139.1500000;139.7300000
GAZP;60;20180314;160000;139.6800000;140.4300000;139.4400000;139.6200000
GAZP;60;20180314;170000;139.6800000;140.2400000;139.5100000;139.8300000
GAZP;60;20180314;180000;139.8300000;140.4100000;139.6300000;139.7800000
GAZP;60;20180314;190000;139.7800000;139.8000000;138.8000000;138.8000000
GAZP;60;20180315;110000;138.5800000;139.7100000;138.5000000;139.3100000
GAZP;60;20180315;120000;139.3700000;139.5900000;138.2600000;139.2700000
GAZP;60;20180315;130000;139.2900000;140.0600000;139.0400000;139.2600000
GAZP;60;20180315;140000;139.2200000;139.8700000;139.1500000;139.7200000
GAZP;60;20180315;150000;139.7100000;139.7500000;138.7000000;139.0000000
GAZP;60;20180315;160000;139.0000000;139.3000000;138.8000000;139.1200000
GAZP;60;20180315;170000;139.0700000;139.2000000;138.4600000;138.9100000
GAZP;60;20180315;180000;138.8700000;139.0600000;138.0000000;138.3000000
GAZP;60;20180315;190000;138.3000000;138.7800000;138.2300000;138.2500000
GAZP;60;20180316;110000;138.6600000;138.9900000;137.7500000;137.9200000
GAZP;60;20180316;120000;137.9600000;138.1700000;137.1100000;137.8600000
GAZP;60;20180316;130000;137.7800000;137.8900000;137.1500000;137.5900000
GAZP;60;20180316;140000;137.5700000;138.6000000;137.4600000;138.5400000
GAZP;60;20180316;150000;138.5400000;139.2000000;138.5100000;138.8900000
GAZP;60;20180316;160000;138.8500000;139.6300000;138.7500000;139.2800000
GAZP;60;20180316;170000;139.3000000;139.3600000;138.3800000;139.2300000
GAZP;60;20180316;180000;139.2500000;140.1700000;139.0100000;140.0300000
GAZP;60;20180316;190000;140.0400000;141.0000000;140.0300000;141.0000000
GAZP;60;20180319;110000;141.2000000;141.7700000;140.5000000;141.1900000
GAZP;60;20180319;120000;141.1600000;141.2000000;140.0100000;140.4200000
GAZP;60;20180319;130000;140.4200000;140.4600000;139.8300000;140.2200000
GAZP;60;20180319;140000;140.2100000;140.2100000;139.4300000;140.1200000
GAZP;60;20180319;150000;140.1600000;140.7000000;139.9700000;140.6700000
GAZP;60;20180319;160000;140.6700000;140.7600000;140.0000000;140.5600000
GAZP;60;20180319;170000;140.5600000;141.1500000;140.5000000;141.0900000
GAZP;60;20180319;180000;141.0900000;141.2000000;140.5000000;140.5500000
GAZP;60;20180319;190000;140.5500000;141.0900000;139.9100000;139.9100000
GAZP;60;20180320;110000;140.2500000;140.6400000;140.0000000;140.1200000
GAZP;60;20180320;120000;140.1200000;140.2700000;139.3100000;139.4800000
GAZP;60;20180320;130000;139.4400000;140.0900000;139.3100000;139.7700000
GAZP;60;20180320;140000;139.7700000;140.8700000;139.7400000;140.3400000
GAZP;60;20180320;150000;140.3400000;140.7800000;140.1900000;140.4400000
GAZP;60;20180320;160000;140.4400000;141.6500000;140.3600000;141.5300000
GAZP;60;20180320;170000;141.5300000;141.7800000;141.2000000;141.6500000
GAZP;60;20180320;180000;141.6200000;142.3700000;141.5300000;142.2400000
GAZP;60;20180320;190000;142.2000000;142.7000000;142.0300000;142.4500000
GAZP;60;20180321;110000;142.7000000;144.0000000;142.3300000;143.1600000
GAZP;60;20180321;120000;143.1700000;143.4000000;142.5000000;143.1300000
GAZP;60;20180321;130000;143.1300000;143.9200000;142.7900000;143.5700000
GAZP;60;20180321;140000;143.5900000;143.6300000;142.8200000;143.2000000
GAZP;60;20180321;150000;143.1800000;143.2500000;141.8500000;142.2600000
GAZP;60;20180321;160000;142.2600000;142.7800000;142.0000000;142.0300000
GAZP;60;20180321;170000;142.0300000;142.1500000;140.8400000;141.2800000
GAZP;60;20180321;180000;141.2400000;142.1600000;140.9000000;142.0500000
GAZP;60;20180321;190000;142.0500000;142.3100000;141.4200000;141.5100000
GAZP;60;20180322;110000;141.7300000;142.0600000;140.7600000;140.7800000
GAZP;60;20180322;120000;140.8000000;141.8100000;140.3600000;141.5200000
GAZP;60;20180322;130000;141.5600000;142.0800000;140.5600000;140.7300000
GAZP;60;20180322;140000;140.7100000;141.0900000;140.4500000;140.5000000
GAZP;60;20180322;150000;140.5000000;140.9000000;140.4500000;140.4600000
GAZP;60;20180322;160000;140.4600000;140.9100000;140.3900000;140.5900000
GAZP;60;20180322;170000;140.5900000;140.6400000;139.8500000;140.2500000
GAZP;60;20180322;180000;140.2300000;140.4500000;139.5700000;139.6100000
GAZP;60;20180322;190000;139.6100000;139.9100000;139.2000000;139.5000000
GAZP;60;20180323;110000;138.7800000;140.0400000;137.8200000;140.0400000
GAZP;60;20180323;120000;140.0400000;140.1000000;139.0200000;139.1900000
GAZP;60;20180323;130000;139.0600000;139.4700000;138.5700000;138.9700000
GAZP;60;20180323;140000;138.9300000;140.4400000;138.7200000;140.2000000
GAZP;60;20180323;150000;140.2000000;140.9700000;140.1200000;140.5000000
GAZP;60;20180323;160000;140.5000000;141.4500000;140.5000000;140.8700000
GAZP;60;20180323;170000;140.9100000;141.8900000;140.8600000;141.7100000
GAZP;60;20180323;180000;141.7100000;142.4600000;141.1500000;142.3000000
GAZP;60;20180323;190000;142.2500000;142.4900000;141.6300000;142.0000000
GAZP;60;20180326;110000;142.0100000;142.0800000;140.8300000;141.0000000
GAZP;60;20180326;120000;141.0000000;141.1600000;140.1600000;140.3000000
GAZP;60;20180326;130000;140.2700000;141.1100000;140.0600000;141.0400000
GAZP;60;20180326;140000;141.0200000;141.1200000;140.3400000;140.4600000
GAZP;60;20180326;150000;140.5200000;140.8000000;140.3400000;140.6200000
GAZP;60;20180326;160000;140.6100000;141.5900000;140.5500000;141.5000000
GAZP;60;20180326;170000;141.5000000;141.5500000;139.8000000;140.0600000
GAZP;60;20180326;180000;140.0000000;140.2100000;139.5000000;139.6500000
GAZP;60;20180326;190000;139.6500000;139.6500000;138.2700000;138.2700000
GAZP;60;20180327;110000;139.2300000;140.1700000;139.0100000;139.6000000
GAZP;60;20180327;120000;139.6100000;140.0900000;139.1500000;139.6200000
GAZP;60;20180327;130000;139.6200000;140.5900000;139.3000000;139.9900000
GAZP;60;20180327;140000;140.0000000;140.4500000;139.9800000;140.1900000
GAZP;60;20180327;150000;140.1800000;141.0000000;140.1100000;140.8600000
GAZP;60;20180327;160000;140.8600000;141.4300000;140.4100000;141.3800000
GAZP;60;20180327;170000;141.3500000;141.4400000;140.8300000;141.1100000
GAZP;60;20180327;180000;141.1100000;141.7000000;140.9200000;141.5300000
GAZP;60;20180327;190000;141.5300000;141.6500000;140.8000000;140.8000000
GAZP;60;20180328;110000;140.0100000;140.5000000;139.6000000;139.8800000
GAZP;60;20180328;120000;139.8900000;141.1900000;139.8600000;140.4800000
GAZP;60;20180328;130000;140.4900000;140.8800000;139.6700000;140.1000000
GAZP;60;20180328;140000;140.1000000;140.2400000;139.1300000;140.1200000
GAZP;60;20180328;150000;140.0900000;140.5000000;139.7300000;140.0100000
GAZP;60;20180328;160000;140.0100000;140.4500000;139.8100000;140.3200000
GAZP;60;20180328;170000;140.2900000;141.0000000;140.1500000;140.8200000
GAZP;60;20180328;180000;140.8100000;140.9500000;140.2500000;140.8700000
GAZP;60;20180328;190000;140.8700000;141.6700000;140.4700000;140.4700000
GAZP;60;20180329;110000;140.7100000;141.8200000;140.7100000;141.6800000
GAZP;60;20180329;120000;141.6300000;142.4000000;141.4500000;142.2800000
GAZP;60;20180329;130000;142.2700000;142.4400000;141.7800000;141.8100000
GAZP;60;20180329;140000;141.8000000;142.1200000;141.5700000;141.6800000
GAZP;60;20180329;150000;141.6700000;141.9800000;141.4700000;141.8300000
GAZP;60;20180329;160000;141.8400000;141.9500000;141.3100000;141.7000000
GAZP;60;20180329;170000;141.6800000;142.4700000;141.5000000;142.4000000
GAZP;60;20180329;180000;142.4000000;142.4200000;141.5000000;142.1300000
GAZP;60;20180329;190000;142.1200000;142.8000000;141.8700000;142.8000000
GAZP;60;20180330;110000;143.0000000;143.1200000;142.4200000;142.7900000
GAZP;60;20180330;120000;142.7600000;143.3100000;142.5500000;142.7600000
GAZP;60;20180330;130000;142.8000000;142.9900000;142.5700000;142.6700000
GAZP;60;20180330;140000;142.6600000;142.7000000;142.0500000;142.2700000
GAZP;60;20180330;150000;142.2700000;142.6800000;142.1200000;142.4800000
GAZP;60;20180330;160000;142.4900000;142.6500000;142.3500000;142.5500000
GAZP;60;20180330;170000;142.5600000;142.7400000;142.3700000;142.5400000
GAZP;60;20180330;180000;142.5300000;142.9900000;142.4200000;142.8000000
GAZP;60;20180330;190000;142.7800000;142.8400000;142.3300000;142.3300000
GAZP;60;20180402;110000;142.3900000;142.8700000;142.0300000;142.4100000
GAZP;60;20180402;120000;142.4400000;143.7000000;142.3800000;143.4600000
GAZP;60;20180402;130000;143.4900000;143.5000000;142.9000000;143.2000000
GAZP;60;20180402;140000;143.2000000;143.4400000;143.0000000;143.0600000
GAZP;60;20180402;150000;143.1400000;143.1400000;141.6400000;142.0200000
GAZP;60;20180402;160000;142.0100000;142.2400000;141.0900000;141.2700000
GAZP;60;20180402;170000;141.2600000;141.5600000;140.6200000;141.1500000
GAZP;60;20180402;180000;141.0900000;141.3200000;140.8000000;140.9000000
GAZP;60;20180402;190000;140.9000000;141.6700000;140.3200000;140.3200000
GAZP;60;20180403;110000;140.3200000;140.9900000;139.8700000;140.0800000
GAZP;60;20180403;120000;140.0900000;140.7100000;139.8100000;140.5600000
GAZP;60;20180403;130000;140.5600000;140.9700000;140.2900000;140.3600000
GAZP;60;20180403;140000;140.3500000;140.6700000;140.0000000;140.0000000
GAZP;60;20180403;150000;140.0600000;140.4900000;139.7000000;140.4500000
GAZP;60;20180403;160000;140.4800000;141.3000000;140.4600000;141.3000000
GAZP;60;20180403;170000;141.3000000;141.3000000;140.2100000;140.2700000
GAZP;60;20180403;180000;140.3000000;140.9300000;139.9000000;140.7000000
GAZP;60;20180403;190000;140.7000000;141.1300000;140.3900000;141.1300000
GAZP;60;20180404;110000;141.0200000;141.5200000;140.3200000;140.4200000
GAZP;60;20180404;120000;140.4200000;140.5900000;139.8500000;140.1700000
GAZP;60;20180404;130000;140.1500000;140.2000000;139.0200000;139.7700000
GAZP;60;20180404;140000;139.7100000;139.7100000;139.1100000;139.2600000
GAZP;60;20180404;150000;139.2700000;139.7000000;139.1500000;139.6100000
GAZP;60;20180404;160000;139.6400000;139.7400000;139.2100000;139.2200000
GAZP;60;20180404;170000;139.2200000;139.7000000;139.2200000;139.5000000
GAZP;60;20180404;180000;139.5400000;140.0600000;139.4300000;139.7100000
GAZP;60;20180404;190000;139.7400000;140.4000000;139.5000000;140.1800000
GAZP;60;20180405;110000;140.6600000;141.3500000;140.5900000;140.9500000
GAZP;60;20180405;120000;140.9100000;140.9800000;140.1500000;140.6400000
GAZP;60;20180405;130000;140.5600000;141.0000000;140.4500000;140.6000000
GAZP;60;20180405;140000;140.6300000;141.2600000;140.6000000;141.0800000
GAZP;60;20180405;150000;141.0800000;141.2400000;140.9500000;141.0900000
GAZP;60;20180405;160000;141.0900000;141.3100000;140.5000000;140.9600000
GAZP;60;20180405;170000;140.9000000;141.1200000;140.4100000;140.9700000
GAZP;60;20180405;180000;141.0000000;141.1000000;139.8000000;140.1500000
GAZP;60;20180405;190000;140.1500000;140.6300000;140.1200000;140.5000000
GAZP;60;20180406;110000;140.1300000;140.9300000;139.4500000;140.6800000
GAZP;60;20180406;120000;140.7400000;141.4000000;140.5700000;141.0700000
GAZP;60;20180406;130000;141.0700000;141.9700000;140.9000000;141.7200000
GAZP;60;20180406;140000;141.7000000;141.9100000;141.5000000;141.7600000
GAZP;60;20180406;150000;141.7300000;141.8200000;141.2500000;141.5000000
GAZP;60;20180406;160000;141.5000000;141.6500000;140.5600000;141.4500000
GAZP;60;20180406;170000;141.4500000;141.6100000;141.1700000;141.3400000
GAZP;60;20180406;180000;141.3300000;141.9700000;141.0100000;141.0600000
GAZP;60;20180406;190000;141.0300000;141.5000000;140.6700000;141.5000000
GAZP;60;20180409;110000;140.9300000;141.2200000;135.0500000;136.4000000
GAZP;60;20180409;120000;136.4500000;137.1800000;135.9000000;135.9900000
GAZP;60;20180409;130000;135.9200000;135.9500000;128.5700000;130.6000000
GAZP;60;20180409;140000;130.6600000;134.4100000;128.1900000;133.4900000
GAZP;60;20180409;150000;133.5700000;134.6800000;133.1600000;133.4000000
GAZP;60;20180409;160000;133.4600000;133.8600000;131.2100000;133.3400000
GAZP;60;20180409;170000;133.3000000;135.3000000;132.9000000;134.6900000
GAZP;60;20180409;180000;134.7300000;136.2700000;133.1900000;135.1000000
GAZP;60;20180409;190000;135.0800000;135.6600000;134.7000000;135.0100000
GAZP;60;20180410;110000;134.9500000;138.1700000;133.5000000;137.3600000
GAZP;60;20180410;120000;137.1100000;139.2200000;136.9700000;138.1100000
GAZP;60;20180410;130000;138.1100000;139.4900000;137.0800000;138.7500000
GAZP;60;20180410;140000;138.7000000;139.1500000;137.9200000;138.0800000
GAZP;60;20180410;150000;138.0100000;139.4900000;138.0000000;139.1500000
GAZP;60;20180410;160000;139.1600000;140.4000000;138.6000000;140.3900000
GAZP;60;20180410;170000;140.2900000;141.9500000;139.8100000;141.8500000
GAZP;60;20180410;180000;141.7900000;141.9700000;140.4700000;140.6200000
GAZP;60;20180411;110000;141.0000000;142.9400000;140.7100000;142.6300000
GAZP;60;20180411;120000;142.6400000;142.8900000;141.7500000;142.3000000
GAZP;60;20180411;130000;142.2900000;142.9200000;142.0900000;142.8200000
GAZP;60;20180411;140000;142.8100000;146.2900000;142.3500000;144.7800000
GAZP;60;20180411;150000;144.7800000;145.3000000;141.8700000;143.8600000
GAZP;60;20180411;160000;143.7900000;144.3000000;142.0000000;142.5400000
GAZP;60;20180411;170000;142.6700000;145.3000000;142.2600000;144.6200000
GAZP;60;20180411;180000;144.6000000;145.1500000;143.9000000;144.1800000
GAZP;60;20180411;190000;144.2000000;145.2700000;143.8300000;145.2700000
GAZP;60;20180412;110000;145.7100000;146.8900000;142.8400000;144.1000000
GAZP;60;20180412;120000;144.1000000;144.6600000;143.0600000;143.6900000
GAZP;60;20180412;130000;143.6100000;144.5000000;143.5300000;143.8000000
GAZP;60;20180412;140000;143.8600000;145.0200000;143.2900000;144.0000000
GAZP;60;20180412;150000;143.9800000;144.2500000;142.1300000;143.4600000
GAZP;60;20180412;160000;143.4600000;145.0500000;143.3200000;144.9300000
GAZP;60;20180412;170000;144.9500000;145.2500000;143.9700000;145.2200000
GAZP;60;20180412;180000;145.1500000;146.5800000;145.0000000;145.4800000
GAZP;60;20180412;190000;145.4200000;145.9900000;145.0900000;145.9900000
GAZP;60;20180413;110000;146.0000000;146.7500000;144.7000000;144.9200000
GAZP;60;20180413;120000;144.9500000;145.1800000;143.0000000;143.8500000
GAZP;60;20180413;130000;143.8500000;143.9000000;142.1900000;142.2700000
GAZP;60;20180413;140000;142.2500000;143.9200000;142.2000000;143.1100000
GAZP;60;20180413;150000;143.1300000;143.5000000;142.8600000;143.2100000
GAZP;60;20180413;160000;143.2100000;143.4000000;142.3200000;143.3500000
GAZP;60;20180413;170000;143.3500000;143.8500000;142.6600000;142.7100000
GAZP;60;20180413;180000;142.7200000;143.9900000;142.0900000;143.1100000
GAZP;60;20180413;190000;143.1200000;143.3400000;142.5800000;142.5800000
GAZP;60;20180416;110000;141.0300000;142.8300000;139.8700000;140.0200000
GAZP;60;20180416;120000;140.0800000;141.4800000;139.9300000;141.1100000
GAZP;60;20180416;130000;141.1100000;141.6300000;140.6600000;141.2000000
GAZP;60;20180416;140000;141.2000000;141.3200000;140.4100000;140.4800000
GAZP;60;20180416;150000;140.5200000;141.1100000;140.2700000;140.8200000
GAZP;60;20180416;160000;140.8500000;141.9000000;140.7600000;141.2500000
GAZP;60;20180416;170000;141.2400000;141.5600000;140.5600000;140.5600000
GAZP;60;20180416;180000;140.5700000;141.5800000;140.1900000;141.2300000
GAZP;60;20180416;190000;141.2900000;141.5000000;140.7000000;141.5000000
GAZP;60;20180417;110000;142.4500000;143.1800000;141.5400000;142.0700000
GAZP;60;20180417;120000;142.1000000;142.5000000;141.8100000;142.3200000
GAZP;60;20180417;130000;142.3200000;142.4000000;140.6600000;141.0000000
GAZP;60;20180417;140000;141.0600000;141.6900000;140.9000000;141.6400000
GAZP;60;20180417;150000;141.6000000;141.9000000;141.0500000;141.4800000
GAZP;60;20180417;160000;141.4000000;141.7700000;141.1300000;141.4700000
GAZP;60;20180417;170000;141.4200000;142.2000000;141.2000000;141.7600000
GAZP;60;20180417;180000;141.8100000;142.3300000;141.8000000;142.0700000
GAZP;60;20180417;190000;142.0800000;142.4000000;141.8300000;142.4000000
GAZP;60;20180418;110000;142.6700000;142.7100000;142.0400000;142.5800000
GAZP;60;20180418;120000;142.5600000;144.0000000;142.3400000;143.8400000
GAZP;60;20180418;130000;143.8100000;144.5000000;143.6700000;144.1100000
GAZP;60;20180418;140000;144.0900000;145.0000000;144.0500000;144.8000000
GAZP;60;20180418;150000;144.7900000;145.3100000;144.7100000;144.9700000
GAZP;60;20180418;160000;144.9500000;145.2900000;144.5600000;144.8500000
GAZP;60;20180418;170000;144.8900000;145.2500000;144.6000000;144.7900000
GAZP;60;20180418;180000;144.8000000;144.8500000;144.1500000;144.5300000
GAZP;60;20180418;190000;144.5300000;144.7500000;143.8100000;144.7500000
GAZP;60;20180419;110000;145.2000000;145.7500000;143.7900000;144.1300000
GAZP;60;20180419;120000;144.1200000;144.5700000;143.1000000;144.0900000
GAZP;60;20180419;130000;144.0700000;144.4800000;143.8700000;144.2000000
GAZP;60;20180419;140000;144.2400000;144.4000000;143.3300000;143.4300000
GAZP;60;20180419;150000;143.3700000;144.2000000;143.3500000;144.0500000
GAZP;60;20180419;160000;144.0500000;144.3000000;143.5200000;143.8300000
GAZP;60;20180419;170000;143.7600000;144.0400000;143.1500000;143.8600000
GAZP;60;20180419;180000;143.8300000;144.1700000;143.0100000;143.2200000
GAZP;60;20180419;190000;143.2300000;143.4900000;142.5700000;143.4000000
GAZP;60;20180420;110000;143.3000000;144.8500000;142.9000000;144.7700000
GAZP;60;20180420;120000;144.7700000;145.5000000;144.6100000;145.1500000
GAZP;60;20180420;130000;145.1400000;145.2600000;144.4400000;144.9500000
GAZP;60;20180420;140000;144.9500000;145.1400000;144.6700000;145.0300000
GAZP;60;20180420;150000;145.0600000;145.1500000;144.4000000;144.7400000
GAZP;60;20180420;160000;144.7400000;144.9000000;144.6100000;144.8700000
GAZP;60;20180420;170000;144.9000000;145.0000000;144.4900000;144.8100000
GAZP;60;20180420;180000;144.7600000;144.7600000;143.7500000;143.8000000
GAZP;60;20180420;190000;143.8100000;144.4000000;143.3800000;144.4000000
